2000, 2000, 2000, 0.014941, 1070.851555
2000, 2000, 2000, 0.015533, 1030.051893
2000, 2000, 2000, 0.015719, 1017.900739
2000, 2000, 2000, 0.015651, 1022.269633
2000, 2000, 2000, 0.015599, 1025.738010
2500, 2500, 2500, 0.025290, 1235.661385
2500, 2500, 2500, 0.026235, 1191.153219
2500, 2500, 2500, 0.026739, 1168.718787
2500, 2500, 2500, 0.026249, 1190.531068
2500, 2500, 2500, 0.025600, 1220.705938
3000, 3000, 3000, 0.040725, 1325.961739
3000, 3000, 3000, 0.041712, 1294.577177
3000, 3000, 3000, 0.041821, 1291.224741
3000, 3000, 3000, 0.042201, 1279.578251
3000, 3000, 3000, 0.042594, 1267.786189
3500, 3500, 3500, 0.063179, 1357.257985
3500, 3500, 3500, 0.063989, 1340.069070
3500, 3500, 3500, 0.063776, 1344.549927
3500, 3500, 3500, 0.063926, 1341.384540
3500, 3500, 3500, 0.063712, 1345.896414
4000, 4000, 4000, 0.087699, 1459.539351
4000, 4000, 4000, 0.088348, 1448.814357
4000, 4000, 4000, 0.088797, 1441.488517
4000, 4000, 4000, 0.087126, 1469.135287
4000, 4000, 4000, 0.087290, 1466.377555
4500, 4500, 4500, 0.122256, 1490.718309
4500, 4500, 4500, 0.121476, 1500.298220
4500, 4500, 4500, 0.122745, 1484.780547
4500, 4500, 4500, 0.121897, 1495.110815
4500, 4500, 4500, 0.122010, 1493.729471
5000, 5000, 5000, 0.165909, 1506.848333
5000, 5000, 5000, 0.165272, 1512.662141
5000, 5000, 5000, 0.165928, 1506.679438
5000, 5000, 5000, 0.166602, 1500.579389
5000, 5000, 5000, 0.165406, 1511.434358
5500, 5500, 5500, 0.219191, 1518.083109
5500, 5500, 5500, 0.219442, 1516.345307
5500, 5500, 5500, 0.220015, 1512.396339
5500, 5500, 5500, 0.225219, 1477.447760
5500, 5500, 5500, 0.218619, 1522.056961
6000, 6000, 6000, 0.282441, 1529.522590
6000, 6000, 6000, 0.286843, 1506.047938
6000, 6000, 6000, 0.288252, 1498.688439
6000, 6000, 6000, 0.283128, 1525.812639
6000, 6000, 6000, 0.289980, 1489.755890
6500, 6500, 6500, 0.356594, 1540.267998
6500, 6500, 6500, 0.359321, 1528.576299
6500, 6500, 6500, 0.358292, 1532.969453
6500, 6500, 6500, 0.357960, 1534.387564
6500, 6500, 6500, 0.358900, 1530.371442
7000, 7000, 7000, 0.457178, 1500.510462
7000, 7000, 7000, 0.457172, 1500.530109
7000, 7000, 7000, 0.457925, 1498.061903
7000, 7000, 7000, 0.451241, 1520.253127
7000, 7000, 7000, 0.450279, 1523.501045
7500, 7500, 7500, 0.539848, 1562.940240
7500, 7500, 7500, 0.544562, 1549.410167
